# BUSCO version is: 5.6.1 
# The lineage dataset is: fungi_odb10 (Creation date: 2024-01-08, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
285254at4751	Complete	contig_90	555877	557871	+	268.9	206	https://v10-1.orthodb.org/?query=285254at4751	Aminoacyl-tRNA synthetase, class I, anticodon-binding
285477at4751	Complete	contig_1	995783	994980	-	184.9	141	https://v10-1.orthodb.org/?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	contig_85	1671643	1673152	+	268.9	204	https://v10-1.orthodb.org/?query=285977at4751	Mitochondrial import inner membrane translocase subunit Tim54
289666at4751	Complete	contig_5	1498690	1497720	-	233.9	183	https://v10-1.orthodb.org/?query=289666at4751	Tetrapyrrole methylase
289686at4751	Complete	contig_37	874115	874832	+	68.1	75	https://v10-1.orthodb.org/?query=289686at4751	Nucleotide exchange factor Fes1
290314at4751	Complete	contig_2	734318	735704	+	402.9	271	https://v10-1.orthodb.org/?query=290314at4751	Ribosomal protein L4/L1e
290471at4751	Complete	contig_12	923482	920145	-	90.6	126	https://v10-1.orthodb.org/?query=290471at4751	Rmd5
291828at4751	Complete	contig_12	1325649	1327214	+	154.4	169	https://v10-1.orthodb.org/?query=291828at4751	Protein phosphatase methylesterase 1
292336at4751	Fragmented	contig_85	622164	626402	+	279.5	252	https://v10-1.orthodb.org/?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	contig_6	334294	340226	+	674.8	438	https://v10-1.orthodb.org/?query=292418at4751	Pyruvate kinase
293405at4751	Complete	contig_93	398737	397496	-	410.7	241	https://v10-1.orthodb.org/?query=293405at4751	Lipoyl synthase
295692at4751	Complete	contig_6	1933030	1933899	+	37.0	71	https://v10-1.orthodb.org/?query=295692at4751	Transcription initiation factor IIE subunit beta
295937at4751	Complete	contig_90	1941627	1945842	+	300.1	187	https://v10-1.orthodb.org/?query=295937at4751	K Homology domain
296024at4751	Complete	contig_5	204522	203174	-	455.9	314	https://v10-1.orthodb.org/?query=296024at4751	Initiation factor 2B-related
296643at4751	Complete	contig_37	817320	816315	-	229.6	188	https://v10-1.orthodb.org/?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Fragmented	contig_6	1025682	1026940	+	57.2	107	https://v10-1.orthodb.org/?query=297145at4751	Apoptosis-antagonizing transcription factor, C-terminal
297671at4751	Complete	contig_85	683106	680966	-	269.7	250	https://v10-1.orthodb.org/?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Complete	contig_6	1834553	1838267	+	837.5	571	https://v10-1.orthodb.org/?query=298335at4751	GPI transamidase component Gaa1
298379at4751	Complete	contig_85	1241574	1240543	-	82.8	110	https://v10-1.orthodb.org/?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase
299054at4751	Complete	contig_85	1129467	1128208	-	252.7	242	https://v10-1.orthodb.org/?query=299054at4751	SNARE
299330at4751	Complete	contig_90	2586400	2587388	+	156.4	166	https://v10-1.orthodb.org/?query=299330at4751	Exoribonuclease, phosphorolytic domain 1
299509at4751	Complete	contig_12	746045	749096	+	408.6	275	https://v10-1.orthodb.org/?query=299509at4751	Uroporphyrinogen decarboxylase
299559at4751	Complete	contig_10	670032	671006	+	269.6	232	https://v10-1.orthodb.org/?query=299559at4751	Brix domain
299583at4751	Complete	contig_5	2169363	2170588	+	114.5	102	https://v10-1.orthodb.org/?query=299583at4751	Gtr1/RagA G protein
299611at4751	Complete	contig_5	1674904	1673234	-	287.4	287	https://v10-1.orthodb.org/?query=299611at4751	WD40-repeat-containing domain
300016at4751	Complete	contig_1	890425	891701	+	393.7	231	https://v10-1.orthodb.org/?query=300016at4751	MPN domain
300216at4751	Complete	contig_86	1798016	1796516	-	496.2	341	https://v10-1.orthodb.org/?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Complete	contig_86	636392	640914	+	224.2	259	https://v10-1.orthodb.org/?query=302127at4751	Lung seven transmembrane receptor-like
304341at4751	Complete	contig_6	758999	763563	+	279.8	195	https://v10-1.orthodb.org/?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
304453at4751	Complete	contig_5	581426	582822	+	140.3	195	https://v10-1.orthodb.org/?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Complete	contig_1	1541168	1543960	+	76.3	156	https://v10-1.orthodb.org/?query=304547at4751	Ribosome biogenesis protein NOP53
304733at4751	Complete	contig_90	1573863	1572824	-	220.7	204	https://v10-1.orthodb.org/?query=304733at4751	NSF attachment protein
305061at4751	Complete	contig_12	1607084	1609873	+	582.7	555	https://v10-1.orthodb.org/?query=305061at4751	Exocyst complex component Sec10-like
306594at4751	Complete	contig_86	1549233	1550793	+	318.8	317	https://v10-1.orthodb.org/?query=306594at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit
307144at4751	Complete	contig_37	629996	632705	+	388.9	434	https://v10-1.orthodb.org/?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Complete	contig_5	1790378	1794328	+	518.0	462	https://v10-1.orthodb.org/?query=308236at4751	Sda1
308816at4751	Complete	contig_2	555306	560669	+	484.2	394	https://v10-1.orthodb.org/?query=308816at4751	Zinc finger C2H2-type
310718at4751	Complete	contig_85	1279125	1281398	+	474.9	563	https://v10-1.orthodb.org/?query=310718at4751	Exocyst complex component EXOC3/Sec6
310891at4751	Complete	contig_1	1540769	1535986	-	695.2	560	https://v10-1.orthodb.org/?query=310891at4751	SANT/Myb domain
311048at4751	Complete	contig_1	1527365	1526280	-	171.8	184	https://v10-1.orthodb.org/?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Complete	contig_5	1523293	1525107	+	368.8	363	https://v10-1.orthodb.org/?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	contig_86	1784954	1782226	-	347.9	261	https://v10-1.orthodb.org/?query=312080at4751	Autophagy-related protein 3
312209at4751	Complete	contig_6	1324326	1321908	-	77.7	97	https://v10-1.orthodb.org/?query=312209at4751	Adenine nucleotide alpha hydrolases-like protein
312950at4751	Complete	contig_37	670989	669673	-	247.8	209	https://v10-1.orthodb.org/?query=312950at4751	Cell division cycle protein 123
315551at4751	Complete	contig_5	14265	15485	+	507.5	289	https://v10-1.orthodb.org/?query=315551at4751	Delta-aminolevulinic acid dehydratase
315639at4751	Complete	contig_86	1175702	1179077	+	248.1	186	https://v10-1.orthodb.org/?query=315639at4751	Rhodanese-like domain
315799at4751	Complete	contig_86	292435	295713	+	277.0	302	https://v10-1.orthodb.org/?query=315799at4751	WD40-repeat-containing domain
315802at4751	Complete	contig_37	962289	960762	-	199.4	196	https://v10-1.orthodb.org/?query=315802at4751	tRNA dimethylallyltransferase
316254at4751	Complete	contig_92	383737	388174	+	220.1	245	https://v10-1.orthodb.org/?query=316254at4751	GPI mannosyltransferase 1
316920at4751	Complete	contig_37	902685	904325	+	160.8	180	https://v10-1.orthodb.org/?query=316920at4751	Membrane bound O-acyl transferase, MBOAT
317276at4751	Complete	contig_4	351600	349683	-	424.3	263	https://v10-1.orthodb.org/?query=317276at4751	Protein kinase domain
317335at4751	Complete	contig_85	1685697	1684342	-	241.4	240	https://v10-1.orthodb.org/?query=317335at4751	Glycosyl transferase, family 3
319121at4751	Complete	contig_4	347534	349208	+	239.2	242	https://v10-1.orthodb.org/?query=319121at4751	Zinc finger, UBR-type
320163at4751	Complete	contig_2	992382	993760	+	217.2	255	https://v10-1.orthodb.org/?query=320163at4751	Ribonuclease Nob1, eukaryote
320638at4751	Complete	contig_92	144715	140907	-	792.4	481	https://v10-1.orthodb.org/?query=320638at4751	Nucleotide-diphospho-sugar transferase
320777at4751	Complete	contig_90	2565933	2564670	-	342.1	277	https://v10-1.orthodb.org/?query=320777at4751	Translation initiation factor IF2/IF5
320782at4751	Complete	contig_86	2340622	2342168	+	176.1	260	https://v10-1.orthodb.org/?query=320782at4751	RNA polymerase I associated factor, A49-like
321416at4751	Complete	contig_86	772455	775280	+	763.9	552	https://v10-1.orthodb.org/?query=321416at4751	Pre-mRNA-splicing factor syf1
321585at4751	Complete	contig_5	1216487	1217377	+	321.6	245	https://v10-1.orthodb.org/?query=321585at4751	Brix domain
321728at4751	Complete	contig_5	1820300	1819107	-	306.1	191	https://v10-1.orthodb.org/?query=321728at4751	GPI-anchor transamidase
322254at4751	Complete	contig_90	1777899	1779768	+	140.7	185	https://v10-1.orthodb.org/?query=322254at4751	Histone acetyltransferase type B catalytic subunit
322267at4751	Complete	contig_6	1821584	1823439	+	110.8	153	https://v10-1.orthodb.org/?query=322267at4751	Ubiquitinyl hydrolase 1
323327at4751	Complete	contig_86	939935	940966	+	255.8	225	https://v10-1.orthodb.org/?query=323327at4751	Translation initiation factor eIF-2B subunit alpha
324442at4751	Complete	contig_90	1999321	2000801	+	102.1	84	https://v10-1.orthodb.org/?query=324442at4751	Cell division control protein 73, C-terminal
325992at4751	Complete	contig_86	400444	398389	-	110.3	109	https://v10-1.orthodb.org/?query=325992at4751	Protein BCP1
326512at4751	Complete	contig_86	1019092	1023180	+	157.5	187	https://v10-1.orthodb.org/?query=326512at4751	WD40-repeat-containing domain
326649at4751	Complete	contig_12	411674	409687	-	540.5	413	https://v10-1.orthodb.org/?query=326649at4751	Phosphoacetylglucosamine mutase
327672at4751	Complete	contig_85	840481	839228	-	181.9	171	https://v10-1.orthodb.org/?query=327672at4751	Cdk-activating kinase assembly factor MAT1, centre
327748at4751	Complete	contig_85	476323	478253	+	296.2	279	https://v10-1.orthodb.org/?query=327748at4751	Zinc finger, RING/FYVE/PHD-type
327884at4751	Complete	contig_12	745644	744573	-	376.0	236	https://v10-1.orthodb.org/?query=327884at4751	Ribosomal protein L10P
329067at4751	Complete	contig_1	1439539	1442218	+	271.2	297	https://v10-1.orthodb.org/?query=329067at4751	Winged helix-like DNA-binding domain superfamily
330533at4751	Complete	contig_6	844491	839334	-	205.6	251	https://v10-1.orthodb.org/?query=330533at4751	Peptidase M24
330551at4751	Complete	contig_37	129276	127383	-	218.1	195	https://v10-1.orthodb.org/?query=330551at4751	GDP dissociation inhibitor
330629at4751	Missing
330815at4751	Complete	contig_4	502758	501638	-	312.0	229	https://v10-1.orthodb.org/?query=330815at4751	Translation initiation factor 2, alpha subunit
330949at4751	Complete	contig_4	531412	529733	-	407.8	314	https://v10-1.orthodb.org/?query=330949at4751	Pseudouridine synthase I, TruA
331022at4751	Complete	contig_86	1650582	1649512	-	158.0	129	https://v10-1.orthodb.org/?query=331022at4751	GTP binding domain
331763at4751	Complete	contig_92	348596	349664	+	366.6	201	https://v10-1.orthodb.org/?query=331763at4751	Ribosomal protein S5
332006at4751	Complete	contig_93	336220	335021	-	348.9	229	https://v10-1.orthodb.org/?query=332006at4751	SURF1-like protein
332036at4751	Complete	contig_85	1653698	1651209	-	320.7	208	https://v10-1.orthodb.org/?query=332036at4751	GPN-loop GTPase
332416at4751	Complete	contig_37	963175	964071	+	222.8	165	https://v10-1.orthodb.org/?query=332416at4751	p-loop containing nucleoside triphosphate hydrolase protein
332876at4751	Complete	contig_1	1306552	1304322	-	467.4	416	https://v10-1.orthodb.org/?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	contig_1	1378727	1376672	-	407.2	328	https://v10-1.orthodb.org/?query=332891at4751	Membrane bound O-acyl transferase, MBOAT
334424at4751	Complete	contig_91	370009	371240	+	196.3	154	https://v10-1.orthodb.org/?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	contig_86	1092106	1089714	-	363.1	242	https://v10-1.orthodb.org/?query=335237at4751	Helicase, C-terminal
335719at4751	Complete	contig_12	95918	97209	+	381.0	231	https://v10-1.orthodb.org/?query=335719at4751	Mitochondrial carrier domain superfamily
336181at4751	Complete	contig_86	2312861	2311320	-	281.7	236	https://v10-1.orthodb.org/?query=336181at4751	Adenosine kinase
336187at4751	Complete	contig_85	1713870	1713095	-	97.4	118	https://v10-1.orthodb.org/?query=336187at4751	RWD domain
337150at4751	Complete	contig_10	1025545	1028295	+	577.2	614	https://v10-1.orthodb.org/?query=337150at4751	Exocyst complex component EXOC5/Sec10
337917at4751	Complete	contig_4	534870	535837	+	204.1	181	https://v10-1.orthodb.org/?query=337917at4751	Ribosomal protein S15
338301at4751	Complete	contig_85	406820	407680	+	121.9	128	https://v10-1.orthodb.org/?query=338301at4751	Mitochondrial ribosomal protein S25
338808at4751	Complete	contig_12	309998	306899	-	358.0	253	https://v10-1.orthodb.org/?query=338808at4751	Golgi phosphoprotein 3-like
339525at4751	Complete	contig_5	571987	575722	+	248.6	250	https://v10-1.orthodb.org/?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	contig_10	1579137	1580496	+	350.5	269	https://v10-1.orthodb.org/?query=342642at4751	Dihydroorotase
343196at4751	Complete	contig_86	2391531	2392781	+	193.0	192	https://v10-1.orthodb.org/?query=343196at4751	THIF-type NAD/FAD binding fold
343603at4751	Complete	contig_90	1899790	1900886	+	310.9	243	https://v10-1.orthodb.org/?query=343603at4751	Very-long-chain 3-oxoacyl-CoA reductase
343623at4751	Missing
343717at4751	Complete	contig_2	1047178	1045096	-	237.2	295	https://v10-1.orthodb.org/?query=343717at4751	RNA polymerase III Rpc82, C -terminal
344553at4751	Complete	contig_12	1509384	1508132	-	175.4	137	https://v10-1.orthodb.org/?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Complete	contig_2	995429	996880	+	87.4	57	https://v10-1.orthodb.org/?query=345661at4751	tRNA intron endonuclease, catalytic domain-like
348020at4751	Complete	contig_6	189858	191232	+	104.3	154	https://v10-1.orthodb.org/?query=348020at4751	Formyl transferase, N-terminal
348111at4751	Fragmented	contig_85	1725225	1729513	+	243.1	161	https://v10-1.orthodb.org/?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	contig_6	607120	605848	-	273.5	175	https://v10-1.orthodb.org/?query=349264at4751	Proteasome subunit beta type
350840at4751	Complete	contig_6	1351725	1350771	-	127.8	114	https://v10-1.orthodb.org/?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Complete	contig_85	914770	912234	-	352.0	331	https://v10-1.orthodb.org/?query=351351at4751	Mannosyltransferase
351482at4751	Complete	contig_90	2537180	2538408	+	419.6	226	https://v10-1.orthodb.org/?query=351482at4751	Band 7 domain
351646at4751	Complete	contig_86	2511754	2513400	+	116.4	121	https://v10-1.orthodb.org/?query=351646at4751	25S rRNA (Uridine-N(3))-methyltransferase
351651at4751	Complete	contig_6	2224696	2226210	+	284.3	271	https://v10-1.orthodb.org/?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Complete	contig_86	299978	299150	-	206.2	174	https://v10-1.orthodb.org/?query=351849at4751	Ribosome assembly factor mrt4
351858at4751	Complete	contig_86	2422672	2423660	+	348.0	186	https://v10-1.orthodb.org/?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Complete	contig_5	892975	891965	-	171.3	160	https://v10-1.orthodb.org/?query=351906at4751	Ribosomal protein L15
352224at4751	Complete	contig_85	1082352	1083226	+	120.2	93	https://v10-1.orthodb.org/?query=352224at4751	YEATS
352999at4751	Complete	contig_86	713151	709907	-	289.1	159	https://v10-1.orthodb.org/?query=352999at4751	Small GTPase
353685at4751	Complete	contig_10	522406	521333	-	188.2	142	https://v10-1.orthodb.org/?query=353685at4751	ER membrane protein complex subunit 3
353762at4751	Complete	contig_5	933017	931864	-	462.2	287	https://v10-1.orthodb.org/?query=353762at4751	Chitin synthase export chaperone
353991at4751	Complete	contig_70	309269	310723	+	429.6	320	https://v10-1.orthodb.org/?query=353991at4751	DnaJ domain
354679at4751	Complete	contig_85	1770648	1775974	+	427.8	248	https://v10-1.orthodb.org/?query=354679at4751	Armadillo-like helical
354739at4751	Complete	contig_86	2294839	2296040	+	223.5	211	https://v10-1.orthodb.org/?query=354739at4751	Ribosomal protein L5
354778at4751	Complete	contig_85	374610	378321	+	444.4	298	https://v10-1.orthodb.org/?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Complete	contig_90	895094	894257	-	204.4	164	https://v10-1.orthodb.org/?query=354913at4751	von Willebrand factor A-like domain superfamily
355454at4751	Complete	contig_85	1681140	1683002	+	354.8	322	https://v10-1.orthodb.org/?query=355454at4751	Iron hydrogenase
355525at4751	Complete	contig_93	721417	716949	-	386.7	331	https://v10-1.orthodb.org/?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	contig_6	1767446	1766104	-	154.1	142	https://v10-1.orthodb.org/?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Complete	contig_91	501084	502560	+	200.7	172	https://v10-1.orthodb.org/?query=356079at4751	DNA glycosylase
356691at4751	Complete	contig_90	2282047	2278239	-	252.2	156	https://v10-1.orthodb.org/?query=356691at4751	Peroxisome biogenesis factor 1
356743at4751	Complete	contig_5	829456	828623	-	287.4	174	https://v10-1.orthodb.org/?query=356743at4751	Ribosomal protein
357182at4751	Complete	contig_12	1221158	1222767	+	375.3	323	https://v10-1.orthodb.org/?query=357182at4751	DNA primase large subunit
357584at4751	Complete	contig_5	89749	90898	+	204.9	176	https://v10-1.orthodb.org/?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Complete	contig_90	2352913	2341852	-	240.5	192	https://v10-1.orthodb.org/?query=358012at4751	Eukaryotic translation initiation factor 3 subunit G
358118at4751	Complete	contig_2	1127436	1125725	-	437.6	312	https://v10-1.orthodb.org/?query=358118at4751	PSP, proline-rich
359271at4751	Complete	contig_90	1421041	1416003	-	397.0	308	https://v10-1.orthodb.org/?query=359271at4751	Serine incorporator/TMS membrane protein
359482at4751	Complete	contig_37	692713	693495	+	192.1	120	https://v10-1.orthodb.org/?query=359482at4751	Synaptobrevin
359627at4751	Complete	contig_86	462411	461580	-	215.7	166	https://v10-1.orthodb.org/?query=359627at4751	Trafficking protein particle complex subunit
360800at4751	Complete	contig_1	466499	468531	+	57.4	137	https://v10-1.orthodb.org/?query=360800at4751	Plus-3 domain
361877at4751	Complete	contig_1	1544422	1548106	+	104.9	153	https://v10-1.orthodb.org/?query=361877at4751	Scavenger mRNA decapping enzyme DcpS/DCS2
362218at4751	Complete	contig_5	383479	381923	-	186.2	170	https://v10-1.orthodb.org/?query=362218at4751	Nop domain
362250at4751	Complete	contig_86	1456902	1457831	+	245.0	196	https://v10-1.orthodb.org/?query=362250at4751	Bax inhibitor 1-related
362322at4751	Complete	contig_6	702246	701377	-	101.9	101	https://v10-1.orthodb.org/?query=362322at4751	RNA cap guanine-N2 methyltransferase
362601at4751	Complete	contig_90	964780	966703	+	649.1	475	https://v10-1.orthodb.org/?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Complete	contig_86	2183299	2184378	+	336.1	236	https://v10-1.orthodb.org/?query=363593at4751	Pre-mRNA-splicing factor Cwc2
364123at4751	Complete	contig_6	431065	435849	+	287.0	226	https://v10-1.orthodb.org/?query=364123at4751	26S Proteasome non-ATPase regulatory subunit 6
364284at4751	Complete	contig_13	684514	682774	-	412.9	341	https://v10-1.orthodb.org/?query=364284at4751	Amidase
365270at4751	Complete	contig_86	2110724	2113534	+	241.8	253	https://v10-1.orthodb.org/?query=365270at4751	Cyclin-like
366595at4751	Complete	contig_81	294407	293596	-	199.4	167	https://v10-1.orthodb.org/?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Complete	contig_2	891125	892153	+	243.2	202	https://v10-1.orthodb.org/?query=366597at4751	Ribosomal protein
366635at4751	Complete	contig_85	1666959	1667660	+	216.0	147	https://v10-1.orthodb.org/?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	contig_85	398349	397307	-	319.9	191	https://v10-1.orthodb.org/?query=367778at4751	Acetolactate synthase, small subunit
368706at4751	Complete	contig_6	49901	50717	+	252.9	184	https://v10-1.orthodb.org/?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	contig_86	303102	302193	-	191.4	160	https://v10-1.orthodb.org/?query=369435at4751	Triosephosphate isomerase
370505at4751	Complete	contig_93	299664	300705	+	511.3	285	https://v10-1.orthodb.org/?query=370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase
370952at4751	Complete	contig_12	584287	585396	+	360.9	184	https://v10-1.orthodb.org/?query=370952at4751	Ribosomal protein S3, C-terminal
371481at4751	Complete	contig_6	2059580	2058489	-	190.8	183	https://v10-1.orthodb.org/?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	contig_1	1069159	1073820	+	188.0	206	https://v10-1.orthodb.org/?query=371674at4751	MEMO1 family
371862at4751	Complete	contig_6	1153378	1157351	+	273.8	165	https://v10-1.orthodb.org/?query=371862at4751	Small GTPase
372381at4751	Complete	contig_1	1621120	1619448	-	314.7	347	https://v10-1.orthodb.org/?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Complete	contig_86	885104	886326	+	249.9	212	https://v10-1.orthodb.org/?query=372510at4751	TFIIH subunit Tfb4/GTF2H3
372972at4751	Complete	contig_85	1753310	1752120	-	140.7	102	https://v10-1.orthodb.org/?query=372972at4751	tRNA (guanine-N(7)-)-methyltransferase
374350at4751	Complete	contig_5	2010562	2013967	+	214.6	153	https://v10-1.orthodb.org/?query=374350at4751	Phosphatidylserine decarboxylase
374548at4751	Complete	contig_2	1012568	1014081	+	117.2	118	https://v10-1.orthodb.org/?query=374548at4751	SGS domain
376255at4751	Complete	contig_93	715734	713676	-	241.8	199	https://v10-1.orthodb.org/?query=376255at4751	Transcription elongation factor S-II, central domain
376442at4751	Complete	contig_12	1052568	1048589	-	226.6	244	https://v10-1.orthodb.org/?query=376442at4751	Vps52
376539at4751	Complete	contig_12	646388	648299	+	283.4	369	https://v10-1.orthodb.org/?query=376539at4751	Kri1-like, C-terminal
376586at4751	Complete	contig_91	954551	953184	-	181.4	156	https://v10-1.orthodb.org/?query=376586at4751	Deoxycytidylate deaminase domain
377787at4751	Missing
378256at4751	Complete	contig_1	316381	317208	+	94.6	150	https://v10-1.orthodb.org/?query=378256at4751	Exoribonuclease, PH domain 2 superfamily
378281at4751	Complete	contig_85	53137	52271	-	219.4	175	https://v10-1.orthodb.org/?query=378281at4751	Ribosomal protein L3
378295at4751	Complete	contig_37	134555	133323	-	190.4	217	https://v10-1.orthodb.org/?query=378295at4751	Exosome complex component Rrp43
378376at4751	Complete	contig_85	1107999	1106539	-	143.6	205	https://v10-1.orthodb.org/?query=378376at4751	Protein of unknown function DUF1682
378430at4751	Complete	contig_90	1196580	1194920	-	335.9	245	https://v10-1.orthodb.org/?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Complete	contig_12	1078595	1076329	-	289.5	368	https://v10-1.orthodb.org/?query=378436at4751	Signal recognition particle subunit SRP68
379525at4751	Complete	contig_90	2514350	2514919	+	128.0	118	https://v10-1.orthodb.org/?query=379525at4751	AP complex, mu/sigma subunit
382001at4751	Complete	contig_93	683985	682873	-	246.0	180	https://v10-1.orthodb.org/?query=382001at4751	SNARE
383007at4751	Complete	contig_90	2688142	2689630	+	221.4	272	https://v10-1.orthodb.org/?query=383007at4751	Transcription factor TFE/TFIIEalpha HTH domain
384156at4751	Complete	contig_12	1200359	1199266	-	190.7	180	https://v10-1.orthodb.org/?query=384156at4751	ATP synthase subunit gamma
384315at4751	Complete	contig_91	298836	294445	-	213.6	141	https://v10-1.orthodb.org/?query=384315at4751	Proteasome subunit beta type
385139at4751	Complete	contig_85	454154	453489	-	270.6	163	https://v10-1.orthodb.org/?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	contig_5	1288880	1293052	+	236.7	170	https://v10-1.orthodb.org/?query=385343at4751	GTP cyclohydrolase II
385564at4751	Complete	contig_85	735826	733849	-	316.1	241	https://v10-1.orthodb.org/?query=385564at4751	WD40-repeat-containing domain
385971at4751	Complete	contig_12	59738	58650	-	96.0	106	https://v10-1.orthodb.org/?query=385971at4751	Ribonuclease
386220at4751	Complete	contig_6	46127	47009	+	216.4	153	https://v10-1.orthodb.org/?query=386220at4751	K Homology domain
386245at4751	Complete	contig_86	1798572	1800248	+	200.8	223	https://v10-1.orthodb.org/?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	contig_86	285937	286683	+	143.6	122	https://v10-1.orthodb.org/?query=387347at4751	Exosome complex component CSL4, C-terminal
387759at4751	Complete	contig_90	2932312	2933207	+	223.7	162	https://v10-1.orthodb.org/?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	contig_5	1522754	1521906	-	182.7	113	https://v10-1.orthodb.org/?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	contig_5	1548561	1547379	-	311.6	180	https://v10-1.orthodb.org/?query=389034at4751	Fibrillarin
389547at4751	Complete	contig_70	306916	308117	+	125.6	135	https://v10-1.orthodb.org/?query=389547at4751	Pre-mRNA-splicing factor Cwc2/Slt11
389565at4751	Complete	contig_12	1606138	1602613	-	431.2	239	https://v10-1.orthodb.org/?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	contig_12	80305	79106	-	366.4	239	https://v10-1.orthodb.org/?query=390518at4751	26S Proteasome non-ATPase regulatory subunit 7/8
391384at4751	Complete	contig_93	197487	198747	+	221.4	178	https://v10-1.orthodb.org/?query=391384at4751	Exosome complex component, N-terminal domain
392558at4751	Complete	contig_85	1753794	1754484	+	103.9	94	https://v10-1.orthodb.org/?query=392558at4751	ESCRT-II complex, Vps25 subunit
393440at4751	Complete	contig_1	580336	581157	+	78.8	86	https://v10-1.orthodb.org/?query=393440at4751	K Homology domain, type 1
393996at4751	Complete	contig_85	549096	548339	-	268.3	144	https://v10-1.orthodb.org/?query=393996at4751	Ribosomal protein L5
396097at4751	Complete	contig_5	1177038	1182590	+	358.5	349	https://v10-1.orthodb.org/?query=396097at4751	AVL9/DENND6 domain
396330at4751	Complete	contig_93	551968	550447	-	187.1	138	https://v10-1.orthodb.org/?query=396330at4751	Gdt1 family
396842at4751	Complete	contig_6	31280	30447	-	281.0	198	https://v10-1.orthodb.org/?query=396842at4751	Methyltransferase type 11
397465at4751	Complete	contig_5	2128679	2125071	-	136.4	120	https://v10-1.orthodb.org/?query=397465at4751	Vacuolar protein sorting-associated Vps28
398519at4751	Complete	contig_4	317348	318668	+	129.5	165	https://v10-1.orthodb.org/?query=398519at4751	Protein KTI12/L-seryl-tRNA(Sec) kinase
398592at4751	Complete	contig_1	1514283	1509805	-	310.0	327	https://v10-1.orthodb.org/?query=398592at4751	NUC153
398882at4751	Complete	contig_6	834824	833727	-	233.6	133	https://v10-1.orthodb.org/?query=398882at4751	Ubiquitin-conjugating enzyme E2
398968at4751	Complete	contig_92	114739	115415	+	104.0	81	https://v10-1.orthodb.org/?query=398968at4751	Bet3 family
399376at4751	Complete	contig_12	1559543	1564136	+	104.5	114	https://v10-1.orthodb.org/?query=399376at4751	Brix domain
399413at4751	Complete	contig_12	404568	405510	+	175.9	154	https://v10-1.orthodb.org/?query=399413at4751	Lumazine-binding domain
399810at4751	Complete	contig_5	777627	778442	+	142.2	121	https://v10-1.orthodb.org/?query=399810at4751	GOLD domain
401387at4751	Complete	contig_93	594051	592822	-	310.8	238	https://v10-1.orthodb.org/?query=401387at4751	Phosphopantothenate-cysteine ligase
402005at4751	Complete	contig_90	2061844	2061035	-	131.6	105	https://v10-1.orthodb.org/?query=402005at4751	Protein RER1
402255at4751	Complete	contig_12	1332705	1331465	-	282.6	186	https://v10-1.orthodb.org/?query=402255at4751	F-actin-capping protein subunit alpha/beta
